sample_id,source_row_id,split,label_raw,label,label_id,text,text_raw,had_artifact_marker,had_control_char,had_quote_normalization,char_length,word_count
2776,2784,train,neutral,neutral,1,"ALEXANDRIA , Va. , Dec. 17 -- Reijo Salovaara , Nastola , Finland , has developed a veneer cutter .","ALEXANDRIA , Va. , Dec. 17 -- Reijo Salovaara , Nastola , Finland , has developed a veneer cutter .",False,False,False,99,20
2778,2786,train,neutral,neutral,1,"ALEXANDRIA , Va. , Dec. 22 -- United States Patent no. 7,854,608 , issued on Dec. 21 , was assigned to Outotec Oyj ( Espoo , Finland ) .","ALEXANDRIA , Va. , Dec. 22 -- United States Patent no. 7,854,608 , issued on Dec. 21 , was assigned to Outotec Oyj ( Espoo , Finland ) .",False,False,False,136,29
2779,2787,train,neutral,neutral,1,"ALEXANDRIA , Va. , Jan. 9 -- United States Patent no. 7,862,685 , issued on Jan. 4 , was assigned to Kemira Chemicals Inc. ( Marietta , Ga. ) .","ALEXANDRIA , Va. , Jan. 9 -- United States Patent no. 7,862,685 , issued on Jan. 4 , was assigned to Kemira Chemicals Inc. ( Marietta , Ga. ) .",False,False,False,143,30
2780,2788,train,neutral,neutral,1,"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press .","ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press .",False,False,False,93,20
2781,2789,train,neutral,neutral,1,"ALEXANDRIA , Va. , May 23 -- Matti Harkonen and Pentti Sipponen , both of Espoo , Finland , Osmo Suovaniemi of Helsinki , Finland , and Tapani Tiusanen of Vantaa , Finland , have developed a paper web press device .","ALEXANDRIA , Va. , May 23 -- Matti Harkonen and Pentti Sipponen , both of Espoo , Finland , Osmo Suovaniemi of Helsinki , Finland , and Tapani Tiusanen of Vantaa , Finland , have developed a paper web press device .",False,False,False,215,42
2782,2790,train,neutral,neutral,1,"ALEXANDRIA , Va. , Oct. 23 -- Hans-Otto Scheck of Espoo , Finland , has developed a method of identifying remote radio units in a communication system .","ALEXANDRIA , Va. , Oct. 23 -- Hans-Otto Scheck of Espoo , Finland , has developed a method of identifying remote radio units in a communication system .",False,False,False,152,28
2784,2792,train,neutral,neutral,1,"Alma Media Corporation Press Release 15 March 2010 TYRVAAN SANOMAT AND PAIKALLISSANOMAT BEING BOUGHT BY SUOMEN PAIKALLISSANOMAT Two local papers , Tyrvaan Sanomat and Paikallissanomat , appearing in Sastamala and its neighbouring municipalities , are to be bought by Suomen Paikallissanomat Oy .","Alma Media Corporation Press Release 15 March 2010 TYRVAAN SANOMAT AND PAIKALLISSANOMAT BEING BOUGHT BY SUOMEN PAIKALLISSANOMAT Two local papers , Tyrvaan Sanomat and Paikallissanomat , appearing in Sastamala and its neighbouring municipalities , are to be bought by Suomen Paikallissanomat Oy .",False,False,False,295,43
2785,2793,train,neutral,neutral,1,"Alma Media Corporation PRESS RELEASE March 25 , 2010 TYRVååN SANOMAT PURCHASE CONFIRMED The business operations of Tyrvään Sanomat Oy will be transferred to Suomen Paikallissanomat Oy .","Alma Media Corporation PRESS RELEASE March 25 , 2010 TYRV+_+_N SANOMAT PURCHASE CONFIRMED The business operations of Tyrv+Æ+Æn Sanomat Oy will be transferred to Suomen Paikallissanomat Oy .",True,False,False,185,28
2787,2795,train,neutral,neutral,1,"Also in Latvia , we act as a partner for bakery customers in both production and product development .","Also in Latvia , we act as a partner for bakery customers in both production and product development .",False,False,False,102,19
2788,2796,train,neutral,neutral,1,"Also Ruukki Construction , Rautaruukki 's construction division , is initiating employer-employee negotiations at its sites in Alajärvi , Vimpeli and Peräseinäjoki in Finland .","Also Ruukki Construction , Rautaruukki 's construction division , is initiating employer-employee negotiations at its sites in Alaj+Ærvi , Vimpeli and Per+Æsein+Æjoki in Finland .",True,False,False,176,25
2789,2797,train,negative,negative,0,"Also the city 's insurance company , If P & C Insurance , has said it will not pay compensation .","Also the city 's insurance company , If P & C Insurance , has said it will not pay compensation .",False,False,False,97,21
2790,2798,train,neutral,neutral,1,"Altogether CapMan employs approximately 150 people in Helsinki , Stockholm , Copenhagen , Oslo , Moscow and Luxembourg .","Altogether CapMan employs approximately 150 people in Helsinki , Stockholm , Copenhagen , Oslo , Moscow and Luxembourg .",False,False,False,120,19
2793,2801,train,neutral,neutral,1,An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 .,An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 .,False,False,False,128,26
2796,2804,train,neutral,neutral,1,Another firm Air Liquide was exempted because it left the market in 1998 .,Another firm Air Liquide was exempted because it left the market in 1998 .,False,False,False,74,14
2797,2805,train,neutral,neutral,1,"Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov-on-Don .","Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov-on-Don .",False,False,False,201,35
2799,2807,train,neutral,neutral,1,Arena Partners Oy is a development company for electronic business .,Arena Partners Oy is a development company for electronic business .,False,False,False,68,11
2800,2808,train,neutral,neutral,1,"As a condition to the deal , Savcor Alfa has to have bought Photonium and Akseli Lahtinen Inc. 's business operations prior to the deal .","As a condition to the deal , Savcor Alfa has to have bought Photonium and Akseli Lahtinen Inc. 's business operations prior to the deal .",False,False,False,137,26
2801,2809,train,negative,negative,0,"As a result , the company has decided it will implement fixed-term temporary lay-offs .","As a result , the company has decided it will implement fixed-term temporary lay-offs .",False,False,False,87,15
2802,2810,train,negative,negative,0,"As a result , the company will temporarily lay-off 25 % of the whole personnel , approximately 270 persons at Kirkkonummi and Nivala factories .","As a result , the company will temporarily lay-off 25 % of the whole personnel , approximately 270 persons at Kirkkonummi and Nivala factories .",False,False,False,144,25
2803,2811,train,negative,negative,0,"As a result of the negotiations , the amount of employment contracts to be terminated is 13 .","As a result of the negotiations , the amount of employment contracts to be terminated is 13 .",False,False,False,93,18
2804,2812,train,negative,negative,0,"As a result of the negotiations , the company will terminate total 5 employment contracts .","As a result of the negotiations , the company will terminate total 5 employment contracts .",False,False,False,91,16
2805,2813,train,neutral,neutral,1,"As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007 .","As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007 .",False,False,False,106,23
2806,2814,train,neutral,neutral,1,"As part of the agreement , Aspocomp will also give Meadville a 10 pct slice of a subsidiary operating in Oulu , Finland .","As part of the agreement , Aspocomp will also give Meadville a 10 pct slice of a subsidiary operating in Oulu , Finland .",False,False,False,121,24
2808,2816,train,neutral,neutral,1,"As part of the reorganization , Kauko-Telko Ltd will be divided into Telko Ltd , Leipurin Ltd , Hamina Terminal Services Ltd and Kaukomarkkinat Ltd. .","As part of the reorganization , Kauko-Telko Ltd will be divided into Telko Ltd , Leipurin Ltd , Hamina Terminal Services Ltd and Kaukomarkkinat Ltd. .",False,False,False,150,26
2809,2817,train,neutral,neutral,1,Aspo 's Group structure and business operations are continually developed without any predefined schedules .,Aspo 's Group structure and business operations are continually developed without any predefined schedules .,False,False,False,108,15
2810,2818,train,neutral,neutral,1,Aspo serves demanding business-to-business customers .,Aspo serves demanding business-to-business customers .,False,False,False,54,6
2811,2819,train,neutral,neutral,1,"Aspocomp said it will spin off its Chinese and Indian units , and some equipment from its Salo plant in Finland , into a newly-formed unit , most of which it will then sell on to Hong Kong-listed Meadville .","Aspocomp said it will spin off its Chinese and Indian units , and some equipment from its Salo plant in Finland , into a newly-formed unit , most of which it will then sell on to Hong Kong-listed Meadville .",False,False,False,207,40
2813,2821,train,neutral,neutral,1,"At the end of last week , Protalix BioTherapeutics Inc ( AMEX : PLX ) published a prospectus for a first offering on AMEX of about 5 % of its share capital .","At the end of last week , Protalix BioTherapeutics Inc ( AMEX : PLX ) published a prospectus for a first offering on AMEX of about 5 % of its share capital .",False,False,False,157,33
2815,2823,train,neutral,neutral,1,"At the moment , there are approximately 20 Vianor sales offices in Russia .","At the moment , there are approximately 20 Vianor sales offices in Russia .",False,False,False,75,14
2816,2824,train,neutral,neutral,1,Automation makes it possible to conduct several tests simultaneously .,Automation makes it possible to conduct several tests simultaneously .,False,False,False,70,10
2817,2825,train,neutral,neutral,1,"Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR .","Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR .",False,False,False,86,24
2819,2827,train,neutral,neutral,1,Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,False,False,False,113,17
2820,2828,train,neutral,neutral,1,Basware finances the acquisition with a bank loan .,Basware finances the acquisition with a bank loan .,False,False,False,51,9
2822,2830,train,neutral,neutral,1,"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay solution suite .","BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay solution suite .",False,False,False,181,29
2823,2831,train,neutral,neutral,1,Basware offers full support for all SAP versions starting from SAP 4.5 .,Basware offers full support for all SAP versions starting from SAP 4.5 .,False,False,False,72,13
2824,2832,train,neutral,neutral,1,"Beef imports fell slightly from 2006 , to 14mn kilos .","Beef imports fell slightly from 2006 , to 14mn kilos .",False,False,False,54,11
2825,2833,train,neutral,neutral,1,Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK .,Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK .,False,False,False,102,21
2826,2834,train,neutral,neutral,1,"Berling Capital , Umo Capital and Veikko Laine are the biggest shareholders in Amanda Capital .","Berling Capital , Umo Capital and Veikko Laine are the biggest shareholders in Amanda Capital .",False,False,False,95,16
2827,2835,train,neutral,neutral,1,Bluewin Security is available as a monthly subscription .,Bluewin Security is available as a monthly subscription .,False,False,False,57,9
2828,2836,train,neutral,neutral,1,"Blyk is launching first in the UK market in mid-2007 , with other markets to follow .","Blyk is launching first in the UK market in mid-2007 , with other markets to follow .",False,False,False,85,17
2829,2837,train,neutral,neutral,1,"Body ES Vostok also owns stakes in power sales companies MosenergosbytBody ( RTS : MSSB ) ( 50.9 % ) , Altaienergosbyt ( 100 % ) , Saratovenergo ( RTS : SARE ) Body ( 48.36 % ) and Tambov Power Sales Company ( RTS : TASB ) ( 49.01 % ) , all ofBodywhich it received from the distribution balance .","Body ES Vostok also owns stakes in power sales companies MosenergosbytBody ( RTS : MSSB ) ( 50.9 % ) , Altaienergosbyt ( 100 % ) , Saratovenergo ( RTS : SARE ) Body ( 48.36 % ) and Tambov Power Sales Company ( RTS : TASB ) ( 49.01 % ) , all ofBodywhich it received from the distribution balance .",False,False,False,296,62
2830,2838,train,neutral,neutral,1,"Both sources said Nokia would unveil its new phone code-named "" Tube "" on Oct. 2 at an analyst and media event in London .",Both sources said Nokia would unveil its new phone code-named `` Tube '' on Oct. 2 at an analyst and media event in London .,True,False,True,122,25
2831,2839,train,neutral,neutral,1,"Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago .","Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago .",False,False,False,130,24
2832,2840,train,neutral,neutral,1,Capital base and capital adequacy measurement is based on approaches under Basel II .,Capital base and capital adequacy measurement is based on approaches under Basel II .,False,False,False,85,14
2833,2841,train,neutral,neutral,1,"CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital .","CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital .",False,False,False,202,36
2834,2842,train,neutral,neutral,1,"CapMan 's first real estate fund , which had a total investment capacity of ( EURO ) 500 million and closed in June 2005 , invested in commercial properties in the Helsinki metropolitan area .","CapMan 's first real estate fund , which had a total investment capacity of ( EURO ) 500 million and closed in June 2005 , invested in commercial properties in the Helsinki metropolitan area .",False,False,False,192,35
2835,2843,train,neutral,neutral,1,"Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911 .","Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911 .",False,False,False,100,18
2836,2844,train,neutral,neutral,1,"Cargotec 's brands , Hiab , Kalmar and MacGREGOR , are global market leaders in their fields and their solutions are used on land and at sea - wherever cargo is on the move .","Cargotec 's brands , Hiab , Kalmar and MacGREGOR , are global market leaders in their fields and their solutions are used on land and at sea - wherever cargo is on the move .",False,False,False,174,35
2837,2845,train,neutral,neutral,1,"Cencorp would focus on the development , manufacture and marketing of standard products for production automation .","Cencorp would focus on the development , manufacture and marketing of standard products for production automation .",False,False,False,115,17
2838,2846,train,neutral,neutral,1,Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC fabrication process .,Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC fabrication process .,False,False,False,151,24
2839,2847,train,neutral,neutral,1,Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color .,Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color .,False,False,False,102,21
2840,2848,train,neutral,neutral,1,Closing of such transaction took place today .,Closing of such transaction took place today .,False,False,False,46,8
2841,2849,train,neutral,neutral,1,"Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights .","Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights .",False,False,False,102,21
2843,2851,train,neutral,neutral,1,com and possibly also through photo-msn .,com and possibly also through photo-msn .,False,False,False,41,7
2844,2852,train,neutral,neutral,1,"Companies evaluated in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense .","Companies evaluated in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense .",False,False,False,193,36
2845,2853,train,neutral,neutral,1,COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .,COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .,False,False,False,217,31
2847,2855,train,positive,positive,2,Consumption is forecast to grow by about 2 % .,Consumption is forecast to grow by about 2 % .,False,False,False,46,10
2848,2856,train,neutral,neutral,1,"Country : , Finland Sector : Construction-Real Estate Target : Pohjolan Design-Talo Oy Buyer : CapMan Oyj Vendor : Ruukki Group Oyj Deal size in USD : 102.6 m Type : Divestment Status : Agreed","Country : , Finland Sector : Construction-Real Estate Target : Pohjolan Design-Talo Oy Buyer : CapMan Oyj Vendor : Ruukki Group Oyj Deal size in USD : 102.6 m Type : Divestment Status : Agreed",False,False,False,192,35
2849,2857,train,neutral,neutral,1,"Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status : Closed","Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status : Closed",False,False,False,213,35
2850,2858,train,neutral,neutral,1,Country : ; Germany Sector : Construction-Real Estate ; Machinery-Engineering Target : Caverion GmbH Buyer : YIT Oyj Deal size in USD : 90.3 m Type : Corporate acquisition Status : Agreed,Country : ; Germany Sector : Construction-Real Estate ; Machinery-Engineering Target : Caverion GmbH Buyer : YIT Oyj Deal size in USD : 90.3 m Type : Corporate acquisition Status : Agreed,False,False,False,187,32
2851,2859,train,neutral,neutral,1,"Cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space .","Cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space .",False,False,False,166,27
2852,2860,train,neutral,neutral,1,"Cramo Plc is a service company specialising in construction machinery and equipment rental and rental-related services , as well as rental and sale of modular space .","Cramo Plc is a service company specialising in construction machinery and equipment rental and rental-related services , as well as rental and sale of modular space .",False,False,False,166,27
2854,2862,train,neutral,neutral,1,"CS Cabot exports 55 % of its production mainly to Goodyear , Bridgestone and Michelin plants in Poland , as well as to Germany 's Michelin or Italy 's Pirelli through the company 's logistics center in Paris , Stefan said .","CS Cabot exports 55 % of its production mainly to Goodyear , Bridgestone and Michelin plants in Poland , as well as to Germany 's Michelin or Italy 's Pirelli through the company 's logistics center in Paris , Stefan said .",False,False,False,223,42
2855,2863,train,neutral,neutral,1,"Currently , the plant operates on full capacity .","Currently , the plant operates on full capacity .",False,False,False,49,9
2857,2865,train,neutral,neutral,1,Decisions are to be made as quickly as possible .,Decisions are to be made as quickly as possible .,False,False,False,49,10
2858,2866,train,neutral,neutral,1,Deliveries by Outotec will take place over 30 months .,Deliveries by Outotec will take place over 30 months .,False,False,False,54,10
2859,2867,train,neutral,neutral,1,"Deliveries of Nokia 1112 , Nokia 2310 and Nokia 2610 are expected to start in the second quarter of 2006 .","Deliveries of Nokia 1112 , Nokia 2310 and Nokia 2610 are expected to start in the second quarter of 2006 .",False,False,False,106,21
2860,2868,train,neutral,neutral,1,Delivery is due in the second half of 2011 .,Delivery is due in the second half of 2011 .,False,False,False,44,10
2861,2869,train,neutral,neutral,1,"Den Bosch-based TomTom is Europe 's largest maker of automotive navigation devices , while Cayman Islands-based Garmin is larger in the U.S. and overall .","Den Bosch-based TomTom is Europe 's largest maker of automotive navigation devices , while Cayman Islands-based Garmin is larger in the U.S. and overall .",False,False,False,154,25
2862,2870,train,neutral,neutral,1,"Depending on the market situation , such projects are sold after 1 to 3 years after completion .","Depending on the market situation , such projects are sold after 1 to 3 years after completion .",False,False,False,96,18
2865,2873,train,neutral,neutral,1,"Due to Pirkka beer , Olvi 's brewery in Iisalmi is moving to 7-day , 24-hour work shifts .","Due to Pirkka beer , Olvi 's brewery in Iisalmi is moving to 7-day , 24-hour work shifts .",False,False,False,90,19
2866,2874,train,neutral,neutral,1,"During the rally , which was authorized by the city administration , a consulate official came out to the workers , spoke to them and took a letter from them .","During the rally , which was authorized by the city administration , a consulate official came out to the workers , spoke to them and took a letter from them .",False,False,False,159,31
2868,2876,train,neutral,neutral,1,"Elcoteq Dongguan was established in 1999 in the Nancheng District of Dongguan , China and is one of Elcoteq s four volume manufacturing plants in the Asia-Pacific region .","Elcoteq Dongguan was established in 1999 in the Nancheng District of Dongguan , China and is one of Elcoteq s four volume manufacturing plants in the Asia-Pacific region .",False,False,False,171,29
2870,2878,train,neutral,neutral,1,Electricity consumption grows with higher frequencies .,Electricity consumption grows with higher frequencies .,False,False,False,55,7
2871,2879,train,neutral,neutral,1,Elisa has commissioned Finland 's Poyry Telecom Oy to conduct a study of reception in some of Estonia 's largest cities besides Tallinn .,Elisa has commissioned Finland 's Poyry Telecom Oy to conduct a study of reception in some of Estonia 's largest cities besides Tallinn .,False,False,False,137,24
2872,2880,train,neutral,neutral,1,"Elsewhere , the tendency is towards more developed packaging than before .","Elsewhere , the tendency is towards more developed packaging than before .",False,False,False,74,12
2873,2881,train,neutral,neutral,1,"Equipment will be manufactured in Vaahto 's workshop in Hollola , Finland and is scheduled for shipments during the first quarter of 2009 .","Equipment will be manufactured in Vaahto 's workshop in Hollola , Finland and is scheduled for shipments during the first quarter of 2009 .",False,False,False,139,24
2874,2882,train,neutral,neutral,1,Eriikka Söderström has previously held several positions in finance and control at Nokia Networks including acting as the Business Group Controller and having the corporate controller position at Nokia Siemens Networks .,Eriikka S+¦derstr+¦m has previously held several positions in finance and control at Nokia Networks including acting as the Business Group Controller and having the corporate controller position at Nokia Siemens Networks .,True,False,False,220,32
2875,2883,train,neutral,neutral,1,"Estonia 's Agriculture Minister Helir-Valdor Seeder is in Finland on a two-day visit , in the course of which he will meet with his Finnish counterpart Sirkka-Liisa Anttila .","Estonia 's Agriculture Minister Helir-Valdor Seeder is in Finland on a two-day visit , in the course of which he will meet with his Finnish counterpart Sirkka-Liisa Anttila .",False,False,False,174,29
2878,2886,train,neutral,neutral,1,"Featuring the S60 user interface , this 135-gram model also comes with a 2.4-inch quarter VGA display and 100 megabytes of internal memory , expandable through the Micro Secure Digital slot .","Featuring the S60 user interface , this 135-gram model also comes with a 2.4-inch quarter VGA display and 100 megabytes of internal memory , expandable through the Micro Secure Digital slot .",False,False,False,191,32
2879,2887,train,neutral,neutral,1,Feed companies Suomen Rehu and Raisio do no import GMO feed .,Feed companies Suomen Rehu and Raisio do no import GMO feed .,False,False,False,61,12
2880,2888,train,neutral,neutral,1,"Financial , strategic and operational factors are considered .","Financial , strategic and operational factors are considered .",False,False,False,62,9
2881,2889,train,neutral,neutral,1,Financial details were not disclosed .,Financial details were not disclosed .,False,False,False,38,6
2882,2890,train,neutral,neutral,1,Financial details were n't disclosed .,Financial details were n't disclosed .,False,False,False,38,6
2884,2892,train,neutral,neutral,1,Financial terms were n't disclosed .,Financial terms were n't disclosed .,False,False,False,36,6
2885,2893,train,neutral,neutral,1,"Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki .","Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki .",False,False,False,203,37
2886,2894,train,neutral,neutral,1,"Finland-based companies , Lännen Tehtaat and Raisio , have decided to dissolve the joint venture company ZAO Scandic Feed , which was established to start local animal feed business and feed production in northwest Russia .","Finland-based companies , L+Ænnen Tehtaat and Raisio , have decided to dissolve the joint venture company ZAO Scandic Feed , which was established to start local animal feed business and feed production in northwest Russia .",True,False,False,223,36
2887,2895,train,neutral,neutral,1,"Finnish cargo handling solutions company Cargotec Oyj said on June 17 , 2008 that it will acquire New Zealand tailgates distributor Zepro Tailgate ( 1987 ) Limited for an undisclosed sum .","Finnish cargo handling solutions company Cargotec Oyj said on June 17 , 2008 that it will acquire New Zealand tailgates distributor Zepro Tailgate ( 1987 ) Limited for an undisclosed sum .",False,False,False,188,32
2888,2896,train,neutral,neutral,1,"Finnish construction machinery and equipment rental group Cramo Oyj said on March 21 , 2007 its Swedish sector subsidiary Cramo AB will sell its Dutch subsidiary Cramo Nederland B.V. ( CNL ) to Dutch rental and scaffolding company Jaston Groep B.V. for an undisclosed sum .","Finnish construction machinery and equipment rental group Cramo Oyj said on March 21 , 2007 its Swedish sector subsidiary Cramo AB will sell its Dutch subsidiary Cramo Nederland B.V. ( CNL ) to Dutch rental and scaffolding company Jaston Groep B.V. for an undisclosed sum .",False,False,False,273,46
2889,2897,train,neutral,neutral,1,"Finnish drug distributor and wholesaler Oriola-KD Oyj said on October 11 , 2006 it named Anne Kariniemi vice president of its Logistics and Sourcing department as of January 15 , 2007 .","Finnish drug distributor and wholesaler Oriola-KD Oyj said on October 11 , 2006 it named Anne Kariniemi vice president of its Logistics and Sourcing department as of January 15 , 2007 .",False,False,False,185,32
2890,2898,train,neutral,neutral,1,"Finnish electronics contract maker Incap Oyj said on January 3 , 2008 it sold its manufacturing facilities in Helsinki to local real estate company Sponda Oyj for 5.3 mln euro ( $ 7.8 mln ) .","Finnish electronics contract maker Incap Oyj said on January 3 , 2008 it sold its manufacturing facilities in Helsinki to local real estate company Sponda Oyj for 5.3 mln euro ( $ 7.8 mln ) .",False,False,False,191,36
2891,2899,train,neutral,neutral,1,Finnish fibre-based materials maker Ahlstrom Corp ( HEL : AHL1V ) said today it decided to close down its spunlace composite production line number 23 at Chirnside plant in the UK by the end of March 2011 .,Finnish fibre-based materials maker Ahlstrom Corp ( HEL : AHL1V ) said today it decided to close down its spunlace composite production line number 23 at Chirnside plant in the UK by the end of March 2011 .,False,False,False,206,38
2892,2900,train,neutral,neutral,1,Finnish investment company Neomarkka is the main owner of Kuitu Finland 's successor .,Finnish investment company Neomarkka is the main owner of Kuitu Finland 's successor .,False,False,False,86,14
2893,2901,train,neutral,neutral,1,"Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .","Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .",False,False,False,226,40
2894,2902,train,neutral,neutral,1,"Finnish investor Scanfil Oyj ( HEL : SCF1V ) said last Friday it has bought 57 million shares , or 32.96 % , in Norwegian contract electronics manufacturer Kitron ASA ( OSL : KIT ) for NOK 143.9 million ( USD 24.4 m-EUR 18.1 m ) .","Finnish investor Scanfil Oyj ( HEL : SCF1V ) said last Friday it has bought 57 million shares , or 32.96 % , in Norwegian contract electronics manufacturer Kitron ASA ( OSL : KIT ) for NOK 143.9 million ( USD 24.4 m-EUR 18.1 m ) .",False,False,False,230,47
2895,2903,train,neutral,neutral,1,Finnish plastic pipe maker Uponor is selling its Irish and UK infrastructure businesses to private equity company 3i .,Finnish plastic pipe maker Uponor is selling its Irish and UK infrastructure businesses to private equity company 3i .,False,False,False,118,19
2896,2904,train,neutral,neutral,1,"Finnish property investor Sponda said it has agreed a 100 mln eur , five-year mln credit facility with Swedbank and a 50 mln eur , seven-year facility with OKO Bank .","Finnish property investor Sponda said it has agreed a 100 mln eur , five-year mln credit facility with Swedbank and a 50 mln eur , seven-year facility with OKO Bank .",False,False,False,166,31
2898,2906,train,neutral,neutral,1,"Finnish real estate company Sponda Oyj said on April 11 , 2008 it would build Vuosaari Harbour Service Center at the Port of Helsinki .","Finnish real estate company Sponda Oyj said on April 11 , 2008 it would build Vuosaari Harbour Service Center at the Port of Helsinki .",False,False,False,135,25
2899,2907,train,neutral,neutral,1,Finnlines said that the deal is part of its strategy to focus on its core businesses .,Finnlines said that the deal is part of its strategy to focus on its core businesses .,False,False,False,86,17
2901,2909,train,neutral,neutral,1,"Following the move , Stora Enso holding in NewPage will remain unchanged .","Following the move , Stora Enso holding in NewPage will remain unchanged .",False,False,False,74,13
2903,2911,train,neutral,neutral,1,"Foodservice and consumer goods markets are served by approximately 13,000 people in 54 manufacturing units and several sales offices in 33 countries .","Foodservice and consumer goods markets are served by approximately 13,000 people in 54 manufacturing units and several sales offices in 33 countries .",False,False,False,150,23
2904,2912,train,neutral,neutral,1,For the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the Trade Register .,For the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the Trade Register .,False,False,False,146,25
2906,2914,train,neutral,neutral,1,Fortum had intended to spend as much as ( EURO ) 2.7 bn to become the sole owner of TGK-10 .,Fortum had intended to spend as much as ( EURO ) 2.7 bn to become the sole owner of TGK-10 .,False,False,False,92,21
2907,2915,train,neutral,neutral,1,"Fortum holds 90.2 pct of the share capital and 94.4 pct of the voting rights in the company , which it now plans to delist from the Warsaw Stock Exchange .","Fortum holds 90.2 pct of the share capital and 94.4 pct of the voting rights in the company , which it now plans to delist from the Warsaw Stock Exchange .",False,False,False,155,31
